1343	1341	986	355
1344	15849	8542	7307
1345	1778	1454	324
1346	1751	1438	313
1347	1593	1294	299
1348	1585	1283	302
1349	1622	1310	312
1350	1778	1466	312
1351	1843	1535	308
1352	1612	1306	306
1353	1691	1390	301
1354	1767	1459	308
1355	1743	1433	310
1356	1743	1435	308
1357	1828	1513	315
1358	1789	1477	312
1359	1861	1557	304
1360	15785	8492	7293
1361	1624	1310	314
1362	1878	1559	319
1363	1717	1416	301
1364	1741	1438	303
1365	1637	1320	317
1366	1658	1345	313
1367	1664	1363	301
1368	1625	1323	302
1369	1801	1484	317
1370	1781	1471	310
1371	1791	1465	326
1372	1822	1510	312
1373	1779	1450	329
1374	1889	1544	345
1375	1836	1513	323
1376	15671	8362	7309
1377	1680	1349	331
1378	1775	1439	336
1379	1859	1532	327
1380	1835	1501	334
1381	1817	1484	333
1382	1795	1461	334
1383	1845	1518	327
1384	1892	1566	326
1385	2000	1676	324
1386	1831	1503	328
1387	1931	1611	320
1388	1704	1399	305
1389	1902	1582	320
1390	1856	1528	328
1391	1710	1393	317
1392	15725	8414	7311
1393	1817	1460	357
1394	1953	1615	338
1395	1832	1509	323
1396	1921	1598	323
1397	1890	1560	330
1398	1737	1400	337
1399	1874	1560	314
1400	1741	1419	322
1401	1894	1572	322
1402	1923	1583	340
1403	1879	1556	323
1404	1722	1381	341
1405	1842	1514	328
1406	1755	1416	339
1407	1805	1460	345
1408	14994	7756	7238
1409	1037	749	288
1410	1069	783	286
1411	1033	751	282
1412	1061	769	292
1413	1070	785	285
1414	1037	748	289
1415	1066	769	297
1416	1010	719	291
1417	970	681	289
1418	1015	726	289
1419	962	671	291
1420	985	695	290
1421	997	703	294
1422	1002	715	287
1423	1023	733	290
1424	14920	7678	7242
1425	992	703	289
1426	1007	723	284
1427	1013	728	285
1428	976	686	290
1429	995	710	285
1430	981	688	293
1431	994	698	296
1432	962	672	290
1433	1004	716	288
1434	993	698	295
1435	1018	728	290
1436	980	691	289
1437	1014	720	294
1438	1035	748	287
1439	1037	745	292
1440	14920	7676	7244
1441	997	707	290
1442	1000	718	282
1443	1014	725	289
1444	982	691	291
1445	984	699	285
1446	985	693	292
1447	945	653	292
1448	989	698	291
1449	975	681	294
1450	950	655	295
1451	968	677	291
1452	987	694	293
1453	1000	705	295
1454	1003	717	286
1455	1012	719	293
1456	14855	7612	7243
1457	988	696	292
1458	954	675	279
1459	955	664	291
1460	999	712	287
1461	1002	715	287
1462	986	694	292
1463	980	688	292
1464	1008	718	290
1465	1009	716	293
1466	1021	726	295
1467	1021	730	291
1468	1021	731	290
1469	991	696	295
1470	986	701	285
1471	989	701	288
1472	15045	7826	7219
1473	1078	836	242
1474	1193	929	264
1475	1117	856	261
1476	1091	841	250
1477	1099	842	257
1478	1204	957	247
1479	1279	1018	261
1480	1140	895	245
1481	1124	859	265
1482	1166	910	256
1483	1276	1025	251
1484	1242	981	261
1485	1213	955	258
1486	1198	945	253
1487	1231	967	264
1488	15036	7812	7224
1489	988	745	243
1490	1131	867	264
1491	1112	849	263
1492	1149	899	250
1493	1082	831	251
1494	1163	912	251
1495	1135	879	256
1496	1010	764	246
1497	1140	877	263
1498	1214	957	257
1499	1205	957	248
1500	1142	883	259
